ID,Datetime,Tweet Id,Text,Username,Location,Label
,23-01-2022,1.49E+18,"Goa's biggest Hera Pheri by @CabralNilesh

In just 5 years, BJP Minister Nilesh Cabral's income increased by 3200%. 

I want to ask him how many Goans has he looted for this immense growth in his income. 

#BJPExposedAgain https://t.co/SWlqPliUaT",AmitPalekar10,Goa,Politicians
,22-01-2022,1.48E+18,"Aam Aadmi Party is driven by change. AAP is a guarantee for a better future of Goa and its people. 

#AAPKiGuarantee https://t.co/zpL3O8VafY",AmitPalekar10,Goa,no-hate
,21-01-2022,1.48E+18,"Receiving tremendous response for Aam Aadmi Party from the people of my constituency. 

With their love and support, we will definitely clean the corrupt politics of Goa and bring the much needed change. https://t.co/v79nwZto5F",AmitPalekar10,Goa,political-attack
,20-01-2022,1.48E+18,Performed pooja with my family for the people of Goa's safety and well-being. With the blessings of God I will always work for their betterment. https://t.co/kR9JMO7ZBT,AmitPalekar10,Goa,no-hate
,19-01-2022,1.48E+18,"I am grateful for all the love and blessings people have showered upon me today. 

With the blessings of my mother and all Goenkars, I pledge to work for betterment of Goa and its people 24x7.

Victory shall be ours! https://t.co/SMyZ9lS4YH",AmitPalekar10,Goa,no-hate
,19-01-2022,1.48E+18,"Thank you so much @msisodia ji. I assure you I will definitely live up to the party's and, more importantly, the people of Goa's expectations. 

Aam Aadmi Party will definitely bring a change in Goa. https://t.co/27bevD0Dc4",AmitPalekar10,Goa,no-hate
,19-01-2022,1.48E+18,"Sir, thank you so much for entrusting me with this responsibility. I assure you that I will not fail you, the party, or the people of Goa. https://t.co/qhwkC6RzGS",AmitPalekar10,Goa,no-hate
,08-01-2022,1.48E+18,"Congress got sold again!

To keep AAP away from power in Chandigarh, Congress councillor Harpreet Babla joined BJP and helped them to win Mayoral polls. 

Girish Chodankar was right! BJP can buy Congress leaders whenever they want.

https://t.co/djnWPuxswH",AmitPalekar10,Goa,no-hate
,06-01-2022,1.48E+18,Children make your life important. 😊 https://t.co/V4TPRhhk15,AmitPalekar10,Goa,no-hate
,06-01-2022,1.48E+18,"ज्यॉब स्कॅमाचेर डिबेट करपाखातीर हांव ओपन चॅलेंज दिता۔ आमचेकडेन पुरावे आसात आनी हांव तें तुका दाखयतलो۔ केन्ना डिबेट करूया तो दिस आनी  वेळ आमकां सांग۔

#BJPExposedAgain https://t.co/l9TGRMXCAM",AmitPalekar10,Goa,no-hate
,06-01-2022,1.48E+18,"गोंय अर्थिक नदरेन अस्थिर जावपाक भ्रश्टाचारी सावंत सरकारूच जबाबदार आसा. गोंयकारांनो बीजेपीचे मंत्रीच आतां सावंत सरकाराक एक्स्पोज करूंक लागल्यात. गोंय अर्थिक नदरेन स्थिर, सक्षम करपाखातीर येता त्या विधानसभा वेंचणुकेंत आप पक्षाक तुमचो तेंकों दियात. https://t.co/vCcoaddVaI",AmitPalekar10,Goa,political-attack
,06-01-2022,1.48E+18,The villager's long-pending demand to have a market at St.Cruz village is still not met. When will MLA Fernandes take cognizance of this ?#StCruzAsksMLA #Palekar4StCruz #AAP4Goa https://t.co/uQ35K5mPu6,AmitPalekar10,Goa,no-hate
,06-01-2022,1.48E+18,"I wish you all a happy feast of Epiphany. Let's celebrate this day to spread love and happiness.
#HappyFeastofTheEpiphany https://t.co/Cvr7JlA97c",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"परिवर्तन यात्रेवेळार सांताक्रूज मतदारसंघांतल्या लोंकांकडच्यान खूप मोग आनी तेंको मेळ्ळो۔
@AAPGoa मोठ्या प्रमाणांत तेंको दिलो म्हूण सांताक्रूजांतल्या लोकांचो हांव उपकारी आसा۔ 

#EkChanceKejriwalak https://t.co/4Pv2LnQktz",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"Recruitment of incompetent staff via Favoritism/Bribery in GMC poses a threat to the lives of Goenkars. Why hasn't @DrPramodPSawant taken any action against @visrane ?  
 
#BJPExposedAgain https://t.co/eqycfjgFyg",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"चंदिगडातले पालिका वेंचणुकेंत आप पक्षाच्या उमेदवारान थंयच्या आदल्या म्हापौरांकूय हरयले۔ असोच गोंयातूय निकाल दिवपाखातीर आप फुडें सरला۔
बरें प्रशासन आनी भ्रश्टाचारमुक्त गोंयाखातीर, येयात आनी आप पक्षाक तेंको दियात۔
#एकचान्सकेजरीवालाक https://t.co/f9lS327S3a",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,Jai Hind 🇮🇳🇮🇳 https://t.co/rUw81F5pJ5,AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"Deeply saddened by the untimely demise of Sindhutai Sapkal Ji, a mother and great human being, nurtured thousands of children. She was the resemblance of peace and humanity, who ran orphanages and helped thousands of underprivileged. She will remain an inspiration. #RIP https://t.co/8FC2b8qnz8",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"Why, even after 60 years, St. Cruz village does not have a single football ground for youths? #StCruzAsksMLA #Palekar4StCruz #AAP4Goa https://t.co/pbXRMjgdSx",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,". @INCGoa &amp; @BJP4Goa together have ruled &amp; looted GOA for 42 years, It's time for a change, time to give @AAPGoa a chance to serve. The next 5 years of AAP can change everything in Goa.
Vote for AAP!

#EkChanceKejriwalak https://t.co/jyOfesW44R",AmitPalekar10,Goa,no-hate
,05-01-2022,1.48E+18,"It's hard to beat a person who never gives up.
#morningmotivation https://t.co/ByFGrPXeRC",AmitPalekar10,Goa,no-hate
,04-01-2022,1.48E+18,"पणजेंत फाल्या जावपी @AAPGoa तिरंगा यात्रेक निमाण्या खिणाक पुलीस परमिशन न्हयकारता۔ 
गोंयच्या आम आदमी पक्षाचे वाडटे बळ आनी कांपाल मेगा रॅलीक मेळिल्लो लोकांचो तेंको तशेंच सर्वेंतल्यान आप चड घटमूट जाला म्हूण स्पश्ट जाल्ल्यान @BJP4Goa धपको बसला म्हूण हातूंतल्यान दिसता۔",AmitPalekar10,Goa,no-hate
,04-01-2022,1.48E+18,"What is the Goa police doing at GMC? Where is the Dean &amp; Director? Why restrict a Goenkar from meeting public officials?
HM @visrane &amp; CM @DrPramodPSawant need to answer this. What are they hiding? https://t.co/srbCMjA1t3",AmitPalekar10,Goa,no-hate
,04-01-2022,1.48E+18,"CM Dr. @DrPramodPSawant deploys police at GMC to stop me.
What are HM @visrane and CM @DrPramodPSawant  scared of?

Are they trying to cover up the Job scam?

GMC is public property, not a personal asset. 

#BJPExposedAgain https://t.co/76gNjw7XRi",AmitPalekar10,Goa,no-hate
,04-01-2022,1.48E+18,"Only AAP can defeat BJP in GOA. This survey by @TNNavbharat has proved AAP to be the strongest opposition in GOA. Hard work speaks. Goans, it's time to elect your own government into power. 

#AAP4Goa https://t.co/rfeNudEADh",AmitPalekar10,Goa,no-hate
,04-01-2022,1.48E+18,Wishing you a speedy recovery @ArvindKejriwal Ji. Take care 🙏 https://t.co/teruTiGJlD,AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"Prudence is in precaution, prudence is in protection. #SafetyFirst https://t.co/wyA05ENCf3",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"जीएमसीत नोकरभरती प्रक्रियेत व्हड घोटाळो चल्ला. एमटीएस  स्टाफ स्वीकारतात मंजुरी पत्रां. हांव चौकशी करता हाची सुलस लागना फुडें डीन आणि हेर संचालक मंडळ गायब-  

#BJPExposedAgain https://t.co/7d4szSJCFQ",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"नोक-यो दिवपाचे बाबतींत @visrane आरोग्य  खात्यांत मोठ्या प्रमाणांत भ्रष्टाचार जायत आसा۔ म्हज्याकडेन व्हिडियो प्रूफ आसा,  CM @DrPramodPSawant हाचेर कित्याक कसलीच एक्शन घेना۔

#BJPExposedAgain https://t.co/5WRRI2r5eh",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"Delhi CM @ArvindKejriwal will hold #TirangaYatra on 5th Jan 2022 in Panjim to show corrupt parties the power of Goans. 
We hope to see Goenkars in Panjim. This Yatra is a step forward to making GOA the best state. https://t.co/X03siouMvf",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"Tribute to the great warrior of women empowerment and voice of the oppressed community, on her birth anniversary of Savitribai Phule, the first female teacher of India. https://t.co/gAsqhAQdSR",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"डोर स्टेप डिलिवरी, दिल्लींत आतां लोकांक सरकारी कचे-यांनी लायनीन उबें रावपाची गरज ना. सरकारी कचे-यांनी काम आसल्यार सुटी घेवपाची गरज पडना. सगळ्या तरेच्यो सुविधा ऑनलायन मेळटात. @ArvindKejriwal सरकाराच्या ह्या कामाची लोक तोखणाय करतात.

#DoorStepDelivery https://t.co/wyvyFBzRFG",AmitPalekar10,Goa,no-hate
,03-01-2022,1.48E+18,"Hard work paying off, as per the latest survey of @TNNavbharat  
Only Aam Aadmi Party can defeat BJP in Goa. 

1. BJP: 31.98%
2. AAP: 26.87%
3. CONG: 16.47% https://t.co/m9TQcpbFNW",AmitPalekar10,Goa,no-hate
,02-01-2022,1.48E+18,"We are happy to welcome @SIDDESHBHAGAT1 , Panch, and Former Sarpanch, VP Aquem Baixo to Aam Aadmi Party as the Vice President of All India Youth Wing AAP &amp; has been also given the charge of GOA state coordinator. https://t.co/DWefGhMwLJ",AmitPalekar10,Goa,no-hate
,02-01-2022,1.48E+18,"Welcome, 2022 🎉
As we move forward into the new year, here's a ⏪REWIND to what we did in 2021 👇🏻 

@AamAadmiParty @ArvindKejriwal https://t.co/fyy5ZS81n4",AmitPalekar10,Goa,no-hate
,02-01-2022,1.48E+18,Why evicted vendors from the GMC complex have not yet been fully rehabilitated? #StCruzAsksMLA #Palekar4StCruz #AAP4Goa https://t.co/tO2jydmMcg,AmitPalekar10,Goa,no-hate
,02-01-2022,1.48E+18,Heartiest congratulations to veteran Konkani writer and journalist Sanjeev Verekar for receiving the prestigious Sahitya Akademi Award.  His collection of poems titled ‘Raktachandan’ has been conferred with a prestigious award. https://t.co/fRiYECiPbS,AmitPalekar10,Goa,no-hate
,02-01-2022,1.48E+18,"New Morning, New Hope!
#AAP4Goa https://t.co/L5c42i9D5V",AmitPalekar10,Goa,no-hate
,01-01-2022,1.48E+18,"There is a wave of change in Goa, Aam Aadmi Party has now settled in the hearts of the people of Goa. 
There is no place for corrupts and ""Jumlebaaz"" in Goa. We will make Goa better for everyone. 

#AAP4Goa #AAP4Change https://t.co/xcRs1Ppw8y",AmitPalekar10,Goa,no-hate
,01-01-2022,1.48E+18,Wishing everyone a very prosperous #HappyNewYear2022. May this year bring along joy and good health for you and your family. https://t.co/IqKgEmkLFZ,AmitPalekar10,Goa,no-hate
,01-01-2022,1.48E+18,"ARVIND KEJRIWAL- A HOPE FOR INDIA.
#Time4Change #Time4AAP https://t.co/9PEjb661TV",AmitPalekar10,Goa,no-hate
,01-01-2022,1.48E+18,"Deeply saddened to know about the stampede which took 12 lives at Mata Vaishno Devi, Jammu today morning. Heartfelt condolences to the bereaved families &amp; praying for the speedy recovery of those injured. https://t.co/zVrQnz3sAn",AmitPalekar10,Goa,no-hate
,30-01-2022,1.49E+18,"In FY 20-21, @GeM_India recorded INR 38.500 Cr. GMV. In the current FY 21-22, GeM has already doubled this and reached a GMV of INR 77,000 Cr! With millions of #MSMEs joining the GeM brigade, we are steadily moving towards an #Aatmanirbharbharat.Best wishes! @DoC_GoI @PiyushGoyal https://t.co/AjRwuTSFG8",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,30-01-2022,1.49E+18,प्रयागराज निवासी पूर्व विधायक सिराथु श्री वाचस्पति जी ने @ApnaDalOfficial की नीतियों से प्रभावित होकर पार्टी की प्राथमिक सदस्यता ग्रहण की।आशा है आप पार्टी की विचारधारा व सिद्धांतों को जन जन तक पहुँचाते हुए संगठन मज़बूत करेंगे। @ApnaDalUP में स्वागत व उज्जवल भविष्य की शुभकामनाएं। https://t.co/0fR13TZxEH,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,30-01-2022,1.49E+18,सत्य व अहिंसा के पुजारी राष्ट्रपिता महात्मा गांधी जी की पुण्यतिथि पर सादर नमन एवं श्रद्धांजलि। https://t.co/xB40lVCpQK,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,29-01-2022,1.49E+18,पूर्ण विश्वास है कि वे पार्टी की विचारधारा एवं सिद्धांतों को जन जन तक पहुँचाते हुए संगठन को मज़बूत करेंगी। अपना दल (एस)परिवार में उनका स्वागत एवं उज्जवल भविष्य के लिए ढेर सारी शुभकामनाएं। 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,29-01-2022,1.49E+18,झाँसी जनपद के मऊरानीपुर विधानसभा से पूर्व विधायक डॉ० रश्मि आर्य जी ने अपना दल(एस) की नीतियों से प्रभावित होकर पार्टी की प्राथमिक सदस्यता ग्रहण की। 1/2 https://t.co/rUaDwJKXUI,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,28-01-2022,1.49E+18,@ApnaDalOfficial परिवार में उनका स्वागत एवं उज्जवल भविष्य के लिए ढेर सारी शुभकामनाएं। 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,28-01-2022,1.49E+18,झाँसी ज़िले से पूर्व लोकसभा प्रत्याशी रही सुश्री दीपमाला कुशवाहा जी ने @ApnaDalOfficial की नीतियों से प्रभावित होकर पार्टी की प्राथमिक सदस्यता ग्रहण की।पूर्ण विश्वास है कि वे पार्टी की विचारधारा व सिद्धांतों को जन जन तक पहुँचाते हुए संगठन को मज़बूत करेंगी। 1/2 https://t.co/RVYXshSI6q,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,27-01-2022,1.49E+18,सभी उम्मीदवारों को उज्जवल भविष्य की शुभकामनाएं | https://t.co/4ZQvVgHYUe,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,27-01-2022,1.49E+18,@ApnaDalOfficial परिवार में उनका स्वागत एवं उज्जवल भविष्य के लिए ढेर सारी शुभकामनाएं। 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,27-01-2022,1.49E+18,फ़र्रुख़ाबाद ज़िले के कायमगंज विधानसभा से पूर्व प्रत्याशी रही डॉक्टर सुरभि जी ने @ApnaDalOfficial की नीतियों से प्रभावित होकर पार्टी की प्राथमिक सदस्यता ग्रहण की।पूर्ण विश्वास है कि वे पार्टी की विचारधारा एवं सिद्धांतों को जन जन तक पहुँचाते हुए संगठन को मज़बूत करेंगी। 1/2 https://t.co/QtzqXUtkVE,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,26-01-2022,1.49E+18,"Truly an honour to witness the #RepublicDay Day Parade-2022 on the refurbished majestic Rajpath today.
The iconic parade showcased country’s military prowess &amp; cultural diversity on the occasion of 73rd Republic Day. https://t.co/N0C84excWi",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,26-01-2022,1.49E+18,गणतंत्र दिवस के सुअवसर पर नई दिल्ली आवास पर ध्वजारोहण करते हुए https://t.co/xc84xikUPD,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,26-01-2022,1.49E+18,समस्त देशवासियों को गणतंत्र दिवस की हार्दिक बधाई एवं शुभकामनाएं। https://t.co/x9y0y5nNmu,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,25-01-2022,1.49E+18,श्रीमती अजिता श्रीवास्तव जी को कजरी लोकगीतों की विधा के संरक्षण एवं प्रचार-प्रसार में महत्वपूर्ण योगदान के लिए 2017 में राज्य सरकार द्वारा ‘संगीत नाटक अकादमी पुरस्कार’ भी प्रदान किया जा चुका है। हम सभी के लिए ये अवसर बेहद ख़ास है। 2/2 #padmaaward #Padmashri,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,25-01-2022,1.49E+18,"भारत सरकार द्वारा कला क्षेत्र में अपने उत्कृष्ट योगदान के लिए “पद्मश्री सम्मान” हेतु चयनित प्रसिद्ध कजरी गायिका श्रीमती अजीता श्रीवास्तव जी को अनंत शुभकामनाएं। उनकी उपलब्धि से समस्त जनपदवासी गौरवान्वित हुए हैं।
#Padmashri #padmaaward 1/2 https://t.co/HBjeduWKi2",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,25-01-2022,1.49E+18,पूर्ण विश्वास है कि वह पार्टी की विचारधारा एवं सिद्धांतों को जन जन तक पहुँचाते हुए संगठन को मज़बूत करेंगी। @ApnaDalOfficial परिवार में उनका स्वागत एवं उज्जवल भविष्य के लिए ढेर सारी शुभकामनाएं। 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,25-01-2022,1.49E+18,आज पूर्व सांसद स्वर्गीय ज्वाला प्रसाद कुरील जी की पुत्रवधू एवं कानपुर नगर ज़िले के घाटमपुर विधानसभा से पूर्व प्रत्याशी रही श्रीमती सरोज कुरील ने @ApnaDalOfficial की नीतियों से प्रभावित होकर पार्टी की प्राथमिक सदस्यता ग्रहण की। 1/2 https://t.co/JRQuo7A1Bx,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,25-01-2022,1.49E+18,"विनम्र व सरल व्यक्तित्व के धनी एवं भारत सरकार में मा. केन्‍द्रीय राज्‍य मंत्री श्री कौशल किशोर जी, आपको जन्मदिन की हार्दिक बधाई एवं शुभकामनाएं। 
ईश्वर से प्रार्थना है कि आप दीर्घायु हों और सदैव स्वस्थ एवं प्रसन्न रहें। @mp_kaushal https://t.co/1w9DhuP632",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,24-01-2022,1.49E+18,सामाजिक समरसता के प्रतीक महान स्वतंत्रता सेनानी बिहार के पूर्व मुख्यमंत्री जननायक कर्पूरी ठाकुर जी की जयंती पर शत शत नमन। https://t.co/hOikQQk8Yk,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,23-01-2022,1.49E+18,"Exclusive Interview at  #ZeeUPUK
https://t.co/GtKbX9PZLH",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,23-01-2022,1.49E+18,"आजादी के लडाई के महानायक देश के अनमोल रत्न, युवाओं के प्रेरणास्रोत अमर क्रांतिकारी नेताजी सुभाष चंद्र बोस जी की 125वीं जयंती पर उन्हें शत् शत् नमन। https://t.co/PGSRSuFYg5",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,19-01-2022,1.48E+18,"आदरणीय प्रधानमंत्री श्री @narendramodi जी के नेतृत्व में सामाजिक न्याय एवं विकास के मुद्दे पर प्रदेश की जनता का आशीर्वाद हमेशा NDA गठबंधन को मिलता रहा है, इसबार भी NDA पूर्ण बहुमत से सरकार बनाने जा रहा है। 2/2",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,19-01-2022,1.48E+18,"आज आदरणीय गृहमंत्री श्री @amitshah जी के नेतृत्व में भाजपा राष्ट्रीय अध्यक्ष श्री @JPNadda जी, उत्तर प्रदेश के मुख्यमंत्री श्री @myogiadityanath जी एवं निषाद पार्टी अध्यक्ष श्री संजय निषाद जी के साथ NDA की संयुक्त बैठक में उपस्थित रही। 1/2 https://t.co/TPkrmdStjq",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,18-01-2022,1.48E+18,"A productive dialogue with the Secretary &amp; Joint Secretaries of DoC in the Review Meeting of @DoC_GoI held under the chairmanship of Hon'ble Minister of Commerce &amp; Industry @PiyushGoyal ji 
#Target400 #ExportMonitoringNAFTA 2021-22 #DGFTkeyactivites 2021-22 #TIES @GeM_india https://t.co/oXF9i1Qz8c",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,17-01-2022,1.48E+18,"#AbpGanga के विशेष कार्यक्रम ‘चुनाव क्रांति एक्सप्रेस’ में
https://t.co/rgvhXRkLYT",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,17-01-2022,1.48E+18,उनके परिजनों के प्रति मेरी गहरी संवेदनाएँ। ईश्वर उन्हें अपने श्री चरणों में स्थान दे। ओम शांति !! 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,17-01-2022,1.48E+18,"पद्म विभूषण से सम्मानित प्रसिद्ध कथक नर्तक पंडित #BirjuMaharaj का निधन अत्यंत दुखद है। कला की सारी देवियों का उन्हें आशीर्वाद प्राप्त था। एक कथक नर्तक के साथ-साथ ही वे शास्त्रीय गायक, कवि, चित्रकार भी थे।उनका निधन कला क्षेत्र के लिए अपूरणीय क्षति है। 1/2 https://t.co/wVFsEDYFTk",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,16-01-2022,1.48E+18,आज शाम 9 बजे @AbpGanga के विशेष कार्यक्रम ‘चुनाव क्रांति एक्सप्रेस’ में मेरे विचार सुने। https://t.co/qwVISK29Qt,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,16-01-2022,1.48E+18,आज शाम 9 बजे @AbpGanga के विशेष कार्यक्रम ‘चुनाव क्रांति एक्सप्रेस’ में मेरे विचार सुने। https://t.co/M7NMiM880H,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,15-01-2022,1.48E+18,बसपा की राष्ट्रीय अध्यक्ष एवं उत्तर प्रदेश की पूर्व मुख्यमंत्री आदरणीय @Mayawati जी को जन्मदिन की बहुत बहुत बधाई। ईश्वर से प्रार्थना है कि आप दीर्घायु हों और सदैव स्वस्थ एवं प्रसन्न रहें। https://t.co/wpmBvLFLUS,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,14-01-2022,1.48E+18,समस्त देशवासियों को मकर संक्रांति के पावन पर्व की हार्दिक शुभकामनाएं। https://t.co/6oFtoVxvTv,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,14-01-2022,1.48E+18,कमाल खान जी के निधन से पत्रकारिता जगत को अपूर्णीय क्षति हुई है। कमाल जी चौथे स्तंभ व निष्पक्ष पत्रकारिता के एक मजबूत प्रहरी थे। ईश्वर उनकी आत्मा को शांति दे। 2/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,14-01-2022,1.48E+18,एनडीटीवी के वरिष्ठ पत्रकार श्री कमाल खान जी की हार्ट अटैक से असामयिक मृत्यु की दुःखद जानकारी मिली है। मन अत्यंत व्यथित है। उनके शोक संतप्त परिवार के प्रति संवेदना व्यक्त करती हूँ। 1/2,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,12-01-2022,1.48E+18,"'माँ' संतान की पहली गुरु होती है। इस पवित्र वाक्य को चरितार्थ कर राजमाता जीजा बाई जी ने अपनी शिक्षाओं, लगन और कठिन परिश्रम से 'शिवराया' को मराठा साम्राज्य के महान शासक छत्रपति शिवाजी के रूप मे परिवर्तित किया।

राजमाता जीजाबाई जी की जयंती पर उन्हें कोटि कोटि नमन।",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,12-01-2022,1.48E+18,"धैर्य, साहस व त्याग की प्रतीक तेजस्विनी मातृशक्ति मराठा साम्राज्य के गौरव वीर शिवाजी महाराज की जननी राजमाता जीजाबाई जी की जयंती पर उन्हें कोटि-कोटि नमन। https://t.co/8YSMngNZBS",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,12-01-2022,1.48E+18,"देश के मा. केंद्रीय सड़क परिवहन एवं राजमार्ग मंत्री श्री @nitin_gadkari जी के कोरोना पॉजिटिव होने की सूचना प्राप्त हुई है। 
मैं ईश्वर से आपके शीघ्र स्वस्थ होने की कामना करती हूँ।",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,11-01-2022,1.48E+18,"इंडिया न्यूज़ मंच पर Live Interview
 https://t.co/uoOVOfFEQ2",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,10-01-2022,1.48E+18,The Week long event inaugurated by Hon’ble CIM Sri @PiyushGoyal ji will give valuable insights to further strengthen the Indian StartUp ecosystem. @CimGOI @DoC_GoI @DPIITGoI 3/3 https://t.co/pkaUFK9Xc0,AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,10-01-2022,1.48E+18,"@startupindia initiative launched by Hon’ble @PMOIndia has evolved dynamically leading to 61000 StartUps in 630 districts providing 6 lakh plus direct employment, today. India has the pride of being 3rd largest startup ecosystem of the world. 2/3 https://t.co/LacFv572Sp",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
,10-01-2022,1.48E+18,"Addressed the “StartUp India Innovation Week”inauguration ceremony today, organised by @DPIITGoI to commemorate #Azadi_ka_Amrit_Mahotsav. @DoC_GoI @PMOIndia https://t.co/egQUqt2MM8",AnupriyaSPatel,New Delhi / Mirzapur,no-hate
